session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Sex,Student Status
60e0b80a3aeccb1e5a0dc575,5a5da588f6c51700019527c4,APPROVED,2021-07-03 19:18:36.694000,2021-07-03 19:20:45.704000,129.01,38,1773,19,98,2021-07-03 19:20:45.970000,7B074E4C,United States,United States,DATA EXPIRED,English,United States,Male,DATA EXPIRED
60e0cc18e0e3559e53753415,5bda531987e0030001d6120a,APPROVED,2021-07-03 20:44:10.602000,2021-07-03 20:59:12.388000,901.786,25,295,0,100,2021-07-03 20:59:12.800000,7B074E4C,United States,United States,Full-Time,English,United States,Female,No
60e0fe9552f5da78451d9418,60a325e8635aef48f32a81d1,APPROVED,2021-07-04 00:19:36.294000,2021-07-04 00:24:52.104000,315.81,31,137,0,100,2021-07-04 00:24:52.643000,7B074E4C,United States,United States,Full-Time,English,United States,Male,No
60e1145da04df1353499186d,5f55525794f94791963129cc,APPROVED,2021-07-04 01:52:29.510000,2021-07-04 02:03:01.205000,631.695,30,75,0,100,2021-07-04 02:03:01.500000,7B074E4C,United States,United States,DATA EXPIRED,English,United States,Female,DATA EXPIRED
60e17ce97b79ec3b53943c7d,60d268d777ce136a2c184d33,APPROVED,2021-07-04 09:18:33.687000,2021-07-04 09:27:55.707000,562.02,31,77,5,86,2021-07-04 09:27:55.977000,7B074E4C,United States,United States,Full-Time,English,United States,Female,Yes
60e1e8f235a2277069a45d1d,5a89c5100f1bce0001224361,APPROVED,2021-07-04 16:59:35.400000,2021-07-04 17:08:26.227000,530.827,56,998,0,100,2021-07-04 17:08:26.547000,7B074E4C,United States,United States,Full-Time,English,United States,Female,No
60e1ed0e10cf2edcfc970514,60d74a6521e8199fec263ed7,RETURNED,2021-07-04 17:17:02.114000,,366451.401078,36,18,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60e1eeeee8883c06df08c2f8,5a1396fa844c7a00015e57d9,APPROVED,2021-07-04 17:25:04.788000,2021-07-04 17:32:22.872000,438.084,37,387,0,100,2021-07-04 17:32:23.141000,7B074E4C,United States,United States,DATA EXPIRED,English,United States,Female,No
60e2001393df9004d57acd17,5d38c604b3126d0001fbed6e,APPROVED,2021-07-04 18:38:15.039000,2021-07-04 18:43:58.849000,343.81,30,645,0,100,2021-07-04 18:43:59.147000,7B074E4C,United States,United States,Full-Time,English,United States,Female,No
60e207338dcb6ffa3f04b405,60b8417fbc31f4937bc90c06,APPROVED,2021-07-04 19:08:38.852000,2021-07-04 19:14:18.444000,339.592,42,57,0,100,2021-07-04 19:14:18.722000,7B074E4C,United States,United States,Full-Time,English,United States,Female,No
60e211336c417fc9da4dc4fc,5d1c006ac2696c0019647572,APPROVED,2021-07-04 19:51:15.162000,2021-07-04 19:56:10.592000,295.43,59,173,1,100,2021-07-04 19:56:10.912000,7B074E4C,United States,United States,DATA EXPIRED,English,United States,Female,DATA EXPIRED
60e225e5a2a6b3dce8e78df3,5e039eccdc8535e95ebc60aa,APPROVED,2021-07-04 21:19:36.617000,2021-07-04 21:43:57.690000,1461.073,26,516,0,100,2021-07-04 21:43:57.983000,7B074E4C,United States,United States,DATA EXPIRED,English,United States,Male,DATA EXPIRED
60e2562e57a467da9208efa5,5de433926a2a0801c28903be,APPROVED,2021-07-05 00:45:37.606000,2021-07-05 00:51:07.808000,330.202,43,761,0,100,2021-07-05 00:51:08.076000,7B074E4C,United States,United States,Full-Time,English,United States,Female,No
60e284b6f7c0b795dcc714db,5a70abe2efd3a70001210578,APPROVED,2021-07-05 04:04:15.230000,2021-07-05 04:25:28.767000,1273.537,73,520,1,100,2021-07-05 04:25:29.037000,7B074E4C,United States,United States,DATA EXPIRED,English,United States,Female,No
60e316902699dd3b74e92e48,5e83ff4ae833ed162d4b2fe0,APPROVED,2021-07-05 14:26:27.818000,2021-07-05 14:31:13.528000,285.71,42,634,2,100,2021-07-05 14:31:13.812000,7B074E4C,United States,United States,DATA EXPIRED,English,United States,Female,DATA EXPIRED
